id_correspondance,old_artisan_url,new_artisan_url,count_old,count_new,count_sum,,new actif
5880,art_et_facades_,art_et_facades_sarl,,4,4,,1
5881,atc_cano_(eurl),atc_cano_eurl,,,0,,1
5882,atc_cano_,atc_cano_eurl,,,0,,1
5883,baille-marin_et_fils_(sarl),baille-marin_et_fils_sarl,,2,2,,0
5884,baille-marin_et_fils_,baille-marin_et_fils_sarl,,2,2,,0
5885,bjp_facades_(sarl),bjp_facades_sarl,2,2,4,,1
5886,bjp_facades_,bjp_facades_sarl,,2,2,,1
5887,bonafos_(sarl),bonafos_sarl,,,0,,1
5888,bonafos_,bonafos_sarl,,,0,,1
5889,bpa_(batiment_peinture_agencement),bpa_batiment_peinture_agencement,1,9,10,,1
5890,bpa_,bpa_batiment_peinture_agencement,,9,9,,1
5891,c_y_p_e_(comptoir_yannick_peinture_entreprise),c_y_p_e_comptoir_yannick_peinture_entreprise,,1,1,,1
5892,c_y_p_e_,c_y_p_e_comptoir_yannick_peinture_entreprise,,1,1,,1
5893,cefh_(centre_d_etudes_francais_d_habitation),cefh_centre_d_etudes_francais_d_habitation,,16,16,,1
5894,cefh_,cefh_centre_d_etudes_francais_d_habitation,,16,16,,1
5895,cfc_(sarl),cfc_sarl,,,0,,1
5896,cfc_,cfc_sarl,,,0,,1
5897,chacon_raymond_(eurl),chacon_raymond_eurl,,1,1,,1
5898,chacon_raymond_,chacon_raymond_eurl,,1,1,,1
5899,combes_(sarl),combes_sarl,,,0,,1
5900,combes_,combes_sarl,,,0,,1
5901,coullet_georges_(entreprise),coullet_georges_entreprise,,4,4,,1
5902,coullet_georges_,coullet_georges_entreprise,,4,4,,1
5903,dem_construction_(sarl),dem_construction_sarl,,,0,,1
5904,dem_construction_,dem_construction_sarl,,,0,,1
5905,dem_gibbes_(sarl),dem_gibbes_sarl,,,0,,1
5906,dem_gibbes_,dem_gibbes_sarl,,,0,,1
5907,enrico_denis_et_fils_(sarl),enrico_denis_et_fils_sarl,,,0,,1
5908,enrico_denis_et_fils_,enrico_denis_et_fils_sarl,,,0,,1
5909,entreprise_de_peinture_marin_francois_(epmf),entreprise_de_peinture_marin_francois_epmf,,,0,,1
5910,entreprise_de_peinture_marin_francois_,entreprise_de_peinture_marin_francois_epmf,,,0,,1
5911,entreprise_generale_lopes_(egl),entreprise_generale_lopes_egl,,,0,,1
5912,entreprise_generale_lopes_,entreprise_generale_lopes_egl,,,0,,1
5913,eph_(sarl),eph_sarl,,,0,,1
5914,eph_,eph_sarl,,,0,,1
5915,esterel_decor_(sarl),esterel_decor_sarl,,,0,,1
5916,esterel_decor_,esterel_decor_sarl,,,0,,1
5917,facade_et_decoration_guarneri_(eurl),facade_et_decoration_guarneri_eurl,,,0,,1
5918,facade_et_decoration_guarneri_,facade_et_decoration_guarneri_eurl,,,0,,1
5919,facade_passion_(sarl),facade_passion_sarl,,20,20,,1
5920,facade_passion_,facade_passion_sarl,,20,20,,1
5921,facades_ab_(sarl),facades_ab_sarl,,1,1,,1
5922,facades_ab_,facades_ab_sarl,,1,1,,1
5923,facades_du_ventoux_(sarl),facades_du_ventoux_sarl,,11,11,,1
5924,facades_du_ventoux_,facades_du_ventoux_sarl,,11,11,,1
5925,floro_facades_(eurl),floro_facades_eurl,,1,1,,1
5926,floro_facades_,floro_facades_eurl,,1,1,,1
5927,frc_(facades_renovation_et_conception),frc_facades_renovation_et_conception,,1091,1091,,1
5928,frc_,frc_facades_renovation_et_conception,,1091,1091,,1
5929,g.a.t.m._(sarl),g.a.t.m._sarl,,,0,,0
5930,g.a.t.m._,g.a.t.m._sarl,,,0,,0
5931,gerant_(sarl),gerant_sarl,,1,1,,1
5932,gerant_,gerant_sarl,,1,1,,1
5933,gerard_philippe_(sarl),gerard_philippe_sarl,,5,5,,1
5934,gerard_philippe_,gerard_philippe_sarl,,5,5,,1
5935,gibert_facades_(sarl),gibert_facades_sarl,3,,3,,1
5936,gibert_facades_,gibert_facades_sarl,,,0,,1
5937,glaudio_(frederic),glaudio_frederic,,1,1,,1
5938,glaudio_,glaudio_frederic,,1,1,,1
5939,grand_jean-pierre_(eurl),grand_jean-pierre_eurl,,1,1,,0
5940,grand_jean-pierre_,grand_jean-pierre_eurl,,1,1,,0
5941,guillaume_mickael_(eurl),guillaume_mickael_eurl,,,0,,1
5942,guillaume_mickael_,guillaume_mickael_eurl,,,0,,1
5943,la_martegale_des_facades_(lmdf),la_martegale_des_facades_lmdf,,7,7,,1
5944,la_martegale_des_facades_,la_martegale_des_facades_lmdf,,7,7,,1
5945,macarpi_(sas),macarpi_sas,,,0,,1
5946,macarpi_,macarpi_sas,,,0,,1
5947,marteau_(sas),marteau_sas,,19,19,,1
5948,marteau_,marteau_sas,,19,19,,1
5949,m.e.r_(meridionale_d_enduits_de_revetements),m.e.r_meridionale_d_enduits_de_revetements,,,0,,0
5950,m.e.r_,m.e.r_meridionale_d_enduits_de_revetements,,,0,,0
5951,mur_et_decor_brugnoni_eric_(artisan),mur_et_decor_brugnoni_eric_artisan,1,1,2,,1
5952,mur_et_decor_brugnoni_eric_,mur_et_decor_brugnoni_eric_artisan,,1,1,,1
5953,nicoladeco_(sarl),nicoladeco_sarl,,,0,,1
5954,nicoladeco_,nicoladeco_sarl,,,0,,1
5955,oj_constructions_(sarl),oj_constructions_sarl,,,0,,1
5956,oj_constructions_,oj_constructions_sarl,,,0,,1
5957,oliveira_(e.u.r.l),oliveira_e.u.r.l,,,0,,0
5958,oliveira_,oliveira_e.u.r.l,,,0,,0
5959,oliveira_(eurl),oliveira_eurl,,,0,,1
5960,oliveira_,oliveira_eurl,,,0,,1
5961,oneller_bat_(sarl),oneller_bat_sarl,,,0,,1
5962,oneller_bat_,oneller_bat_sarl,,,0,,1
5963,p_._s_._v_(sas),p_._s_._v_sas,,,0,,0
5964,p_._s_._v_,p_._s_._v_sas,,,0,,0
5965,peinture_electro_concept_(sarl),peinture_electro_concept_sarl,,,0,,1
5966,peinture_electro_concept_,peinture_electro_concept_sarl,,,0,,1
5967,provence_facades_(sarl),provence_facades_sarl,,1,1,,1
5968,provence_facades_,provence_facades_sarl,,1,1,,1
5969,reche_facades_(sarl),reche_facades_sarl,,,0,,1
5970,reche_facades_,reche_facades_sarl,,,0,,1
5971,rouquier_decoration_(sarl),rouquier_decoration_sarl,,1,1,,1
5972,rouquier_decoration_,rouquier_decoration_sarl,,1,1,,1
5973,saba_(sarl),saba_sarl,,,0,,1
5974,saba_,saba_sarl,,,0,,1
5975,sbv_(societe_batiment_varois),sbv_societe_batiment_varois,,,0,,1
5976,sbv_,sbv_societe_batiment_varois,,,0,,1
5977,societe_de_peinture_varoise_(spv),societe_de_peinture_varoise_spv,,,0,,1
5978,societe_de_peinture_varoise_,societe_de_peinture_varoise_spv,,,0,,1
5979,sopra_(eurl),sopra_eurl,,1,1,,1
5980,sopra_,sopra_eurl,,1,1,,1
5981,sorie_(sarl),sorie_sarl,,7,7,,1
5982,sorie_,sorie_sarl,,7,7,,1
5983,space_(ste),space_ste,1,11,12,,1
5984,space_,space_ste,,11,11,,1
5985,stramigioli_christophe_(sarl),stramigioli_christophe_sarl,1,62,63,,1
5986,stramigioli_christophe_,stramigioli_christophe_sarl,,62,62,,1
5987,sud_facades_(sarl),sud_facades_sarl,,,0,,1
5988,sud_facades_,sud_facades_sarl,,,0,,1
5989,tasserie_(ets),tasserie_ets,,,0,,1
5990,tasserie_,tasserie_ets,,,0,,1
5991,thomas_facades_(eurl),thomas_facades_eurl,1,,1,,1
5992,thomas_facades_,thomas_facades_eurl,,,0,,1
5993,tsouri_(eurl),tsouri_eurl,,,0,,1
5994,tsouri_,tsouri_eurl,,,0,,1
5995,alpes_facades_(sas),alpes_facades_sas,,2,2,,1
5996,alpes_facades_,alpes_facades_sas,,2,2,,1
5997,anf_(sarl),anf_sarl,,3,3,,1
5998,anf_,anf_sarl,,3,3,,1
5999,multifacades_du_languedoc_(sarl),multifacades_du_languedoc_sarl,1,1,2,,1
6000,multifacades_du_languedoc_,multifacades_du_languedoc_sarl,,1,1,,1
6001,mpam_(eurl),mpam_eurl,,7,7,,1
6002,mpam_,mpam_eurl,,7,7,,1
6003,ntm_(nouvelles_techniques_de_menuiserie),ntm_nouvelles_techniques_de_menuiserie,,,0,,1
6004,ntm_,ntm_nouvelles_techniques_de_menuiserie,,,0,,1
6005,ntm_alu_(nouvelles_techniques_de_menuiserie_aluminium),ntm_alu_nouvelles_techniques_de_menuiserie_aluminium,,25,25,,1
6006,ntm_alu_,ntm_alu_nouvelles_techniques_de_menuiserie_aluminium,,25,25,,1
6007,pellapore_(ets),pellapore_ets,,,0,,1
6008,pellapore_,pellapore_ets,,,0,,1
6009,profession_menuisier_(pmp),profession_menuisier_pmp,,9,9,,1
6010,profession_menuisier_,profession_menuisier_pmp,,9,9,,1
6011,radi_services_(sarl),radi_services_sarl,,2,2,,1
6012,radi_services_,radi_services_sarl,,2,2,,1
6013,s_m_r_(serrurerie_menuiserie_renovation),s_m_r_serrurerie_menuiserie_renovation,,,0,,1
6014,s_m_r_,s_m_r_serrurerie_menuiserie_renovation,,,0,,1
6015,schuco_techmaverre_(sarl)_fabricant,schuco_techmaverre_sarl_fabricant,,,0,,1
6016,schuco_techmaverre_,schuco_techmaverre_sarl_fabricant,,,0,,1
6017,s.m.v_(sarl),s.m.v_sarl,,,0,,0
6018,s.m.v_,s.m.v_sarl,,,0,,0
6019,volets_menuiseries_services_(v.m.s),volets_menuiseries_services_v.m.s,,1,1,,0
6020,volets_menuiseries_services_,volets_menuiseries_services_v.m.s,,1,1,,0
6021,abc_renovation_domotique_(sarl),abc_renovation_domotique_sarl,,3,3,,1
6022,abc_renovation_domotique_,abc_renovation_domotique_sarl,,3,3,,1
6023,adb_(aluminium_david_berthome),adb_aluminium_david_berthome,,10,10,,1
6024,adb_,adb_aluminium_david_berthome,,10,10,,1
6025,a2cg_(sarl),a2cg_sarl,,12,12,,1
6026,a2cg_,a2cg_sarl,,12,12,,1
6027,a2f_(alu_france_fermeture),a2f_alu_france_fermeture,1,14,15,,1
6028,a2f_,a2f_alu_france_fermeture,,14,14,,1
6029,aedes_(sarl),aedes_sarl,,8,8,,1
6030,aedes_,aedes_sarl,,8,8,,1
6031,alp_concept_menuiseries_(acm),alp_concept_menuiseries_acm,,,0,,1
6032,alp_concept_menuiseries_,alp_concept_menuiseries_acm,,,0,,1
6033,aluminier_technal_granon_(sa)_installateur,aluminier_technal_granon_sa_installateur,,,0,,1
6034,aluminier_technal_granon_,aluminier_technal_granon_sa_installateur,,,0,,1
6035,alunni-bagarelli_(sa),alunni-bagarelli_sa,,,0,,0
6036,alunni-bagarelli_,alunni-bagarelli_sa,,,0,,0
6037,amdp_(aluminium_miroiterie_de_provence),amdp_aluminium_miroiterie_de_provence,,4,4,,1
6038,amdp_,amdp_aluminium_miroiterie_de_provence,,4,4,,1
6039,andre_(ets),andre_ets,,1,1,,1
6040,andre_,andre_ets,,1,1,,1
6041,art_bois_(sarl),art_bois_sarl,,,0,,1
6042,art_bois_,art_bois_sarl,,,0,,1
6043,art_et_fenetres_bassanelli_(ets)_concessionnaire,art_et_fenetres_bassanelli_ets_concessionnaire,,8,8,,1
6044,art_et_fenetres_bassanelli_,art_et_fenetres_bassanelli_ets_concessionnaire,,8,8,,1
6045,azur_pose_service_(aps),azur_pose_service_aps,,,0,,1
6046,azur_pose_service_,azur_pose_service_aps,,,0,,1
6047,baget_(ets),baget_ets,,,0,,1
6048,baget_,baget_ets,,,0,,1
6049,bat-isol_(sarl),bat-isol_sarl,,1,1,,0
6050,bat-isol_,bat-isol_sarl,,1,1,,0
6051,bernard_freddy_(ets),bernard_freddy_ets,,3,3,,1
6052,bernard_freddy_,bernard_freddy_ets,,3,3,,1
6053,bodrato_(eurl),bodrato_eurl,,3,3,,1
6054,bodrato_,bodrato_eurl,,3,3,,1
6055,c2m_(sarl),c2m_sarl,,7,7,,1
6056,c2m_,c2m_sarl,,7,7,,1
6057,cosval_(sarl),cosval_sarl,,1,1,,1
6058,cosval_,cosval_sarl,,1,1,,1
6059,dalmasso_robert_(sarl),dalmasso_robert_sarl,,,0,,1
6060,dalmasso_robert_,dalmasso_robert_sarl,,,0,,1
6061,david_menuiserie_(ets),david_menuiserie_ets,,1,1,,1
6062,david_menuiserie_,david_menuiserie_ets,,1,1,,1
6063,dieudonne_(sarl),dieudonne_sarl,,1,1,,1
6064,dieudonne_,dieudonne_sarl,,1,1,,1
6065,gen-home_(sarl),gen-home_sarl,,1,1,,0
6066,gen-home_,gen-home_sarl,,1,1,,0
6067,gimm_d.v.m._(diffusion_varoise_menuiserie)_distributeur,gimm_d.v.m._diffusion_varoise_menuiserie_distributeur,,20,20,,0
6068,gimm_d.v.m._,gimm_d.v.m._diffusion_varoise_menuiserie_distributeur,,20,20,,0
6069,granon_(sa),granon_sa,,1,1,,1
6070,granon_,granon_sa,,1,1,,1
6071,grosfillex_fenetres_bernard_(sarl)_concessionnaire,grosfillex_fenetres_bernard_sarl_concessionnaire,1,9,10,,1
6072,grosfillex_fenetres_bernard_,grosfillex_fenetres_bernard_sarl_concessionnaire,,9,9,,1
6073,grosfillex_slf_(sud_luxe_fermetures)_entreprise_independante,grosfillex_slf_sud_luxe_fermetures_entreprise_independante,1,6,7,,1
6074,grosfillex_slf_,grosfillex_slf_sud_luxe_fermetures_entreprise_independante,,6,6,,1
6075,imp_(isolation_maison_provencale),imp_isolation_maison_provencale,,,0,,1
6076,imp_,imp_isolation_maison_provencale,,,0,,1
6077,joseph_alain_fermeture_(sarl),joseph_alain_fermeture_sarl,,,0,,1
6078,joseph_alain_fermeture_,joseph_alain_fermeture_sarl,,,0,,1
6079,komilfo_cartier_(sarl)_adherent_indep.,komilfo_cartier_sarl_adherent_indep.,,,0,,0
6080,komilfo_cartier_,komilfo_cartier_sarl_adherent_indep.,,,0,,0
6081,komilfo_vitre_isol_luberon_(adherent_independant),komilfo_vitre_isol_luberon_adherent_independant,,2,2,,1
6082,komilfo_vitre_isol_luberon_,komilfo_vitre_isol_luberon_adherent_independant,,2,2,,1
6083,le_lann_et_fils_(sarl),le_lann_et_fils_sarl,,,0,,1
6084,le_lann_et_fils_,le_lann_et_fils_sarl,,,0,,1
6085,m.a.g_guibaud_(menuiserie_artisanale_guibaud),m.a.g_guibaud_menuiserie_artisanale_guibaud,,,0,,0
6086,m.a.g_guibaud_,m.a.g_guibaud_menuiserie_artisanale_guibaud,,,0,,0
6087,mcr_(menuiserie_creation_renovation),mcr_menuiserie_creation_renovation,,,0,,1
6088,mcr_,mcr_menuiserie_creation_renovation,,,0,,1
6089,menuiserie_provencale_(sarl),menuiserie_provencale_sarl,,,0,,1
6090,menuiserie_provencale_,menuiserie_provencale_sarl,,,0,,1
6091,miroiterie_aluminium_vitrerie_du_batiment_(mavb),miroiterie_aluminium_vitrerie_du_batiment_mavb,,,0,,1
6092,miroiterie_aluminium_vitrerie_du_batiment_,miroiterie_aluminium_vitrerie_du_batiment_mavb,,,0,,1
6093,m.o.b_(materiaux_ouvres_du_batiment),m.o.b_materiaux_ouvres_du_batiment,,2,2,,0
6094,m.o.b_,m.o.b_materiaux_ouvres_du_batiment,,2,2,,0
6095,les_nouvelles_menuiseries_du_golfe_(sarl),les_nouvelles_menuiseries_du_golfe_sarl,,,0,,1
6096,les_nouvelles_menuiseries_du_golfe_,les_nouvelles_menuiseries_du_golfe_sarl,,,0,,1
6097,mem_(menuiserie_ebenisterie_multiservices),mem_menuiserie_ebenisterie_multiservices,,,0,,1
6098,mem_,mem_menuiserie_ebenisterie_multiservices,,,0,,1
6099,menuiserie_roumieux_(sarl),menuiserie_roumieux_sarl,1,1,2,,1
6100,menuiserie_roumieux_,menuiserie_roumieux_sarl,,1,1,,1
6101,miroiterie_oscar_(sarl),miroiterie_oscar_sarl,,,0,,1
6102,miroiterie_oscar_,miroiterie_oscar_sarl,,,0,,1
6103,moreau_(ets),moreau_ets,,,0,,1
6104,moreau_,moreau_ets,,,0,,1
6105,multi_fermetures_pere_et_fils_(sarl),multi_fermetures_pere_et_fils_sarl,,,0,,1
6106,multi_fermetures_pere_et_fils_,multi_fermetures_pere_et_fils_sarl,,,0,,1
6107,niss_art_fenetre_(eurl),niss_art_fenetre_eurl,,1,1,,1
6108,niss_art_fenetre_,niss_art_fenetre_eurl,,1,1,,1
6109,pascaluminium_(sarl),pascaluminium_sarl,,1,1,,1
6110,pascaluminium_,pascaluminium_sarl,,1,1,,1
6111,profession_menuisier_provence_(sarl),profession_menuisier_provence_sarl,,,0,,1
6112,profession_menuisier_provence_,profession_menuisier_provence_sarl,,,0,,1
6113,profil_(sarl),profil_sarl,,,0,,1
6114,profil_,profil_sarl,,,0,,1
6115,rebuffo_hugou_(sarl),rebuffo_hugou_sarl,,3,3,,1
6116,rebuffo_hugou_,rebuffo_hugou_sarl,,3,3,,1
6117,ricci_fermetures_(raoul),ricci_fermetures_raoul,,,0,,1
6118,ricci_fermetures_,ricci_fermetures_raoul,,,0,,1
6119,rogez_(eurl),rogez_eurl,1,,1,,1
6120,rogez_,rogez_eurl,,,0,,1
6121,s.a.s._(sud_alu_services),s.a.s._sud_alu_services,,,0,,0
6122,s.a.s._,s.a.s._sud_alu_services,,,0,,0
6123,sctp_(societe_carrossoise_de_travaux_publics),sctp_societe_carrossoise_de_travaux_publics,,,0,,1
6124,sctp_,sctp_societe_carrossoise_de_travaux_publics,,,0,,1
6125,soferex_(sa),soferex_sa,,1,1,,1
6126,soferex_,soferex_sa,,1,1,,1
6127,styl_13_(sarl),styl_13_sarl,,,0,,1
6128,styl_13_,styl_13_sarl,,,0,,1
6129,sudalu_(societe_utilisation_aluminium),sudalu_societe_utilisation_aluminium,,1,1,,1
6130,sudalu_,sudalu_societe_utilisation_aluminium,,1,1,,1
6131,tma2p_(technique_menuiserie_aluminium),tma2p_technique_menuiserie_aluminium,,3,3,,1
6132,tma2p_,tma2p_technique_menuiserie_aluminium,,3,3,,1
6133,absolu_serrurerie_(sarl),absolu_serrurerie_sarl,,,0,,1
6134,absolu_serrurerie_,absolu_serrurerie_sarl,,,0,,1
6135,adb_(azureenne_du_batiment),adb_azureenne_du_batiment,,1,1,,1
6136,adb_,adb_azureenne_du_batiment,,1,1,,1
6137,a2m_(atelier_de_menuiseries),a2m_atelier_de_menuiseries,,,0,,1
6138,a2m_,a2m_atelier_de_menuiseries,,,0,,1
6139,a.f.b._(automatisme_et_fermeture_du_batiment),a.f.b._automatisme_et_fermeture_du_batiment,,,0,,0
6140,a.f.b._,a.f.b._automatisme_et_fermeture_du_batiment,,,0,,0
6141,agencement_bureaux_stores_(abs),agencement_bureaux_stores_abs,,,0,,1
6142,agencement_bureaux_stores_,agencement_bureaux_stores_abs,,,0,,1
6143,agm_(amenagement_general_de_la_maison),agm_amenagement_general_de_la_maison,,,0,,1
6144,agm_,agm_amenagement_general_de_la_maison,,,0,,1
6145,alliance_aluminium_(sarl),alliance_aluminium_sarl,,5,5,,1
6146,alliance_aluminium_,alliance_aluminium_sarl,,5,5,,1
6147,alpes-alu_(sarl),alpes-alu_sarl,,10,10,,0
6148,alpes-alu_,alpes-alu_sarl,,10,10,,0
6149,alubaye_(sarl),alubaye_sarl,,19,19,,1
6150,alubaye_,alubaye_sarl,,19,19,,1
6151,aluminium_bois_pvc_(a.b.p.),aluminium_bois_pvc_a.b.p.,,,0,,0
6152,aluminium_bois_pvc_,aluminium_bois_pvc_a.b.p.,,,0,,0
6153,am_aluminium_(sarl),am_aluminium_sarl,1,2,3,,1
6154,am_aluminium_,am_aluminium_sarl,,2,2,,1
6155,apm_(alpes_provences_menuiseries),apm_alpes_provences_menuiseries,,12,12,,1
6156,apm_,apm_alpes_provences_menuiseries,,12,12,,1
6157,argens_alu_(sarl),argens_alu_sarl,,,0,,1
6158,argens_alu_,argens_alu_sarl,,,0,,1
6159,a.s_fermeture_(sarl),a.s_fermeture_sarl,,,0,,0
6160,a.s_fermeture_,a.s_fermeture_sarl,,,0,,0
6161,attard_menuiserie_(sasu),attard_menuiserie_sasu,,,0,,1
6162,attard_menuiserie_,attard_menuiserie_sasu,,,0,,1
6163,aux_3_cles_(sarl),aux_3_cles_sarl,,2,2,,1
6164,aux_3_cles_,aux_3_cles_sarl,,2,2,,1
6165,batiment_modulaire_services_(b.m.s),batiment_modulaire_services_b.m.s,,,0,,0
6166,batiment_modulaire_services_,batiment_modulaire_services_b.m.s,,,0,,0
6167,caproni_thierry_(eirl),caproni_thierry_eirl,,5,5,,1
6168,caproni_thierry_,caproni_thierry_eirl,,5,5,,1
6169,catalver_(sa),catalver_sa,1,7,8,,1
6170,catalver_,catalver_sa,,7,7,,1
6171,c.m.m.c._(constructions_metalliques_et_mecaniques_conjointes),c.m.m.c._constructions_metalliques_et_mecaniques_conjointes,,,0,,0
6172,c.m.m.c._,c.m.m.c._constructions_metalliques_et_mecaniques_conjointes,,,0,,0
6173,damiani_(societe_carrossoise_de_travaux_publics),damiani_societe_carrossoise_de_travaux_publics,,4,4,,1
6174,damiani_,damiani_societe_carrossoise_de_travaux_publics,,4,4,,1
6175,david_alu_(sarl),david_alu_sarl,,23,23,,1
6176,david_alu_,david_alu_sarl,,23,23,,1
6177,ekipa_(sarl),ekipa_sarl,,,0,,1
6178,ekipa_,ekipa_sarl,,,0,,1
6179,entreprise_blanchon_(stores_et_fermetures),entreprise_blanchon_stores_et_fermetures,,18,18,,1
6180,entreprise_blanchon_,entreprise_blanchon_stores_et_fermetures,,18,18,,1
6181,fechino_christophe_(ets),fechino_christophe_ets,,,0,,1
6182,fechino_christophe_,fechino_christophe_ets,,,0,,1
6183,f.m.p._(fabricant_menuiserie_pvc),f.m.p._fabricant_menuiserie_pvc,,,0,,0
6184,f.m.p._,f.m.p._fabricant_menuiserie_pvc,,,0,,0
6185,g.p.n.m_(sarl),g.p.n.m_sarl,,,0,,0
6186,g.p.n.m_,g.p.n.m_sarl,,,0,,0
6187,gregoire_pierre_(ste),gregoire_pierre_ste,,1,1,,1
6188,gregoire_pierre_,gregoire_pierre_ste,,1,1,,1
6189,haute_provence_alu_(hpa),haute_provence_alu_hpa,,6,6,,1
6190,haute_provence_alu_,haute_provence_alu_hpa,,6,6,,1
6191,iso_france_fenetres_(sas),iso_france_fenetres_sas,,1,1,,1
6192,iso_france_fenetres_,iso_france_fenetres_sas,,1,1,,1
6193,isol_concept_(sarl),isol_concept_sarl,,2,2,,1
6194,isol_concept_,isol_concept_sarl,,2,2,,1
6195,jlb_et_fils_(sarl),jlb_et_fils_sarl,,1,1,,1
6196,jlb_et_fils_,jlb_et_fils_sarl,,1,1,,1
6197,la_credence_baches_stores_(sarl),la_credence_baches_stores_sarl,,2,2,,1
6198,la_credence_baches_stores_,la_credence_baches_stores_sarl,,2,2,,1
6199,combe_(societe_des_etablissements),combe_societe_des_etablissements,,,0,,1
6200,combe_,combe_societe_des_etablissements,,,0,,1
6201,osmont_eddie_(sarl),osmont_eddie_sarl,,1,1,,1
6202,osmont_eddie_,osmont_eddie_sarl,,1,1,,1
6203,harmony_du_sud_(sarl),harmony_du_sud_sarl,,,0,,1
6204,harmony_du_sud_,harmony_du_sud_sarl,,,0,,1
6205,manzon_richard_(sas),manzon_richard_sas,,,0,,1
6206,manzon_richard_,manzon_richard_sas,,,0,,1
6207,miazzi_(sarl),miazzi_sarl,,16,16,,1
6208,miazzi_,miazzi_sarl,,16,16,,1
6209,morel_(sarl),morel_sarl,,,0,,1
6210,morel_,morel_sarl,,,0,,1
6211,motton_peinture_(sarl),motton_peinture_sarl,,,0,,1
6212,motton_peinture_,motton_peinture_sarl,,,0,,1
6213,perno_li_font_(sarl),perno_li_font_sarl,,,0,,1
6214,perno_li_font_,perno_li_font_sarl,,,0,,1
6215,ravalsud_rsp_(sarl),ravalsud_rsp_sarl,,,0,,1
6216,ravalsud_rsp_,ravalsud_rsp_sarl,,,0,,1
6217,rtb_(renovation_travaux_du_batiment),rtb_renovation_travaux_du_batiment,,,0,,1
6218,rtb_,rtb_renovation_travaux_du_batiment,,,0,,1
6219,s.debarge_(eurl),s.debarge_eurl,,,0,,0
6220,s.debarge_,s.debarge_eurl,,,0,,0
6221,societe_de_peinture_claude_marinacci_(spcm),societe_de_peinture_claude_marinacci_spcm,,,0,,1
6222,societe_de_peinture_claude_marinacci_,societe_de_peinture_claude_marinacci_spcm,,,0,,1
6223,sud_renovation_peinture_(sarl),sud_renovation_peinture_sarl,,,0,,1
6224,sud_renovation_peinture_,sud_renovation_peinture_sarl,,,0,,1
6225,ab_decor_(sarl),ab_decor_sarl,,9,9,,1
6226,ab_decor_,ab_decor_sarl,,9,9,,1
6227,a.d.r_(sarl),a.d.r_sarl,,3,3,,0
6228,a.d.r_,a.d.r_sarl,,3,3,,0
6229,amd_(alpes_mediterranee_deco),amd_alpes_mediterranee_deco,,,0,,1
6230,amd_,amd_alpes_mediterranee_deco,,,0,,1
6231,atelier_werner_fraters_decoration_(sarl),atelier_werner_fraters_decoration_sarl,,,0,,1
6232,atelier_werner_fraters_decoration_,atelier_werner_fraters_decoration_sarl,,,0,,1
6233,bati-peinture_gaggioli_(bpg),bati-peinture_gaggioli_bpg,,13,13,,0
6234,bati-peinture_gaggioli_,bati-peinture_gaggioli_bpg,,13,13,,0
6235,bedouin_(sarl),bedouin_sarl,,2,2,,1
6236,bedouin_,bedouin_sarl,,2,2,,1
6237,bonnefoy_jean_luc_(sarl),bonnefoy_jean_luc_sarl,,1,1,,1
6238,bonnefoy_jean_luc_,bonnefoy_jean_luc_sarl,,1,1,,1
6239,cdsl_(couleurs_et_decors_de_saint_luc),cdsl_couleurs_et_decors_de_saint_luc,,1,1,,1
6240,cdsl_,cdsl_couleurs_et_decors_de_saint_luc,,1,1,,1
6241,crp_(creation_renovation_peinture),crp_creation_renovation_peinture,,2,2,,1
6242,crp_,crp_creation_renovation_peinture,,2,2,,1
6243,d.g_peinture_(sarl),d.g_peinture_sarl,,,0,,0
6244,d.g_peinture_,d.g_peinture_sarl,,,0,,0
6245,dovetta_et_fils_(sarl),dovetta_et_fils_sarl,,,0,,1
6246,dovetta_et_fils_,dovetta_et_fils_sarl,,,0,,1
6247,duverger_renovation_peinture_(drp),duverger_renovation_peinture_drp,,,0,,1
6248,duverger_renovation_peinture_,duverger_renovation_peinture_drp,,,0,,1
6249,farrugia_peinture_(sarl),farrugia_peinture_sarl,,11,11,,1
6250,farrugia_peinture_,farrugia_peinture_sarl,,11,11,,1
6251,guisiano_(sarl),guisiano_sarl,1,,1,,1
6252,guisiano_,guisiano_sarl,,,0,,1
6253,hb_renovation_(sarl),hb_renovation_sarl,,,0,,1
6254,hb_renovation_,hb_renovation_sarl,,,0,,1
6255,ecobat_04_(eurl),ecobat_04_eurl,,1,1,,1
6256,ecobat_04_,ecobat_04_eurl,,1,1,,1
6257,jcn_deco_(sarl),jcn_deco_sarl,,1,1,,1
6258,jcn_deco_,jcn_deco_sarl,,1,1,,1
6259,jcp_(sarl),jcp_sarl,,,0,,1
6260,jcp_,jcp_sarl,,,0,,1
6261,jean_daniel_peinture_(sarl),jean_daniel_peinture_sarl,,,0,,1
6262,jean_daniel_peinture_,jean_daniel_peinture_sarl,,,0,,1
6263,jer_tout_peinture_(auto_entrepreneur),jer_tout_peinture_auto_entrepreneur,,,0,,1
6264,jer_tout_peinture_,jer_tout_peinture_auto_entrepreneur,,,0,,1
6265,jlb_peinture_(sarl),jlb_peinture_sarl,,,0,,1
6266,jlb_peinture_,jlb_peinture_sarl,,,0,,1
6267,jm_ouvrard_et_associee_(sarl),jm_ouvrard_et_associee_sarl,,10,10,,1
6268,jm_ouvrard_et_associee_,jm_ouvrard_et_associee_sarl,,10,10,,1
